Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
Emp1200,Frank,Davis,25.0,Sales-Nevada,Inactive,8/4/2021,67639.7,Frank.Davis@Example.Com,-1195243639,Excellent,True
Emp1201,Charlie,Garcia,35.0,Cloud Tech-Illinois,Pending,10/16/2020,114172.25,Charlie.Garcia@Example.Com,-2701168645,Good,True
Emp1202,Grace,Davis,30.0,Sales-Nevada,Active,9/26/2021,89124.54,Grace.Davis@Example.Com,-2252237280,Excellent,True
Emp1203,Frank,Smith,30.0,Devops-Nevada,Pending,11/4/2023,113871.36,Frank.Smith@Example.Com,-7932302345,Average,False
Emp1204,Grace,Brown,32.48454882571075,Hr-Texas,Inactive,9/24/2021,62618.4,Grace.Brown@Example.Com,-7912141613,Excellent,False
Emp1205,Heidi,Jones,30.0,Admin-New York,Active,6/7/2020,70705.45,Heidi.Jones@Example.Com,-1509377099,Good,False
Emp1206,Alice,Garcia,35.0,Sales-New York,Pending,2/10/2022,60797.69,Alice.Garcia@Example.Com,-4090138068,Average,True
Emp1207,Charlie,Brown,40.0,Cloud Tech-Florida,Inactive,10/17/2023,100371.0,Charlie.Brown@Example.Com,-8477596554,Poor,True
Emp1208,Eva,Miller,40.0,Admin-Illinois,Active,9/25/2021,117591.76,Eva.Miller@Example.Com,-5356690550,Good,False
Emp1209,David,Jones,35.0,Devops-Illinois,Inactive,8/3/2022,103860.7,David.Jones@Example.Com,-762091842,Average,True
Emp1210,Grace,Davis,30.0,Admin-Illinois,Active,11/22/2024,67500.22,Grace.Davis@Example.Com,-5797863049,Average,True
Emp1211,Frank,Davis,32.48454882571075,Cloud Tech-Nevada,Pending,10/9/2024,58727.44,Frank.Davis@Example.Com,-5057397690,Poor,True
Emp1212,Charlie,Jones,35.0,Finance-Illinois,Active,8/28/2024,80623.08,Charlie.Jones@Example.Com,-5671649327,Excellent,True
Emp1213,David,Davis,40.0,Hr-Texas,Inactive,4/19/2020,77751.78,David.Davis@Example.Com,-9802714871,Excellent,False
Emp1214,Grace,Williams,25.0,Hr-New York,Active,10/14/2021,115157.81,Grace.Williams@Example.Com,-7178333210,Good,False
Emp1215,Frank,Jones,30.0,Admin-Texas,Inactive,8/26/2024,83071.85,Frank.Jones@Example.Com,-6025643470,Poor,False
Emp1216,Heidi,Brown,40.0,Sales-Texas,Active,2/8/2020,67914.67,Heidi.Brown@Example.Com,-2871539914,Excellent,True
Emp1217,Grace,Jones,25.0,Hr-New York,Inactive,9/6/2020,53342.46,Grace.Jones@Example.Com,-6686334140,Poor,False
Emp1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,1/2/2023,51150.47,Heidi.Garcia@Example.Com,-1159319524,Excellent,False
Emp1219,David,Davis,30.0,Hr-Florida,Active,6/13/2023,74697.12,David.Davis@Example.Com,-6904098365,Average,True
Emp1220,Charlie,Williams,25.0,Sales-California,Active,12/13/2022,88085.74,Charlie.Williams@Example.Com,-5528993159,Excellent,True
Emp1221,Alice,Williams,40.0,Finance-Texas,Pending,3/3/2022,118672.76,Alice.Williams@Example.Com,-8752437728,Poor,False
Emp1222,Alice,Miller,35.0,Cloud Tech-California,Active,2/10/2024,95997.31,Alice.Miller@Example.Com,-4209548148,Average,False
Emp1223,Frank,Brown,30.0,Cloud Tech-California,Pending,11/24/2021,106945.62,Frank.Brown@Example.Com,-7374605232,Average,False
Emp1224,Heidi,Johnson,40.0,Devops-New York,Active,5/9/2020,100123.15,Heidi.Johnson@Example.Com,-276420864,Average,False
Emp1225,Alice,Johnson,35.0,Admin-Texas,Active,12/19/2024,52933.42,Alice.Johnson@Example.Com,-6756618442,Poor,True
Emp1226,Grace,Jones,32.48454882571075,Finance-California,Active,3/22/2024,95283.03,Grace.Jones@Example.Com,-8612590471,Good,False
Emp1227,Alice,Miller,35.0,Hr-Texas,Inactive,6/13/2022,112264.06,Alice.Miller@Example.Com,-9277423329,Good,False
Emp1228,Grace,Smith,35.0,Admin-Florida,Pending,10/15/2022,75714.28,Grace.Smith@Example.Com,-5912662014,Good,True
Emp1229,Eva,Jones,25.0,Devops-Florida,Active,5/31/2022,92171.73,Eva.Jones@Example.Com,-7201859625,Poor,False
Emp1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,9/15/2023,70694.8,Eva.Miller@Example.Com,-3013674925,Average,True
Emp1231,Grace,Brown,30.0,Devops-Florida,Inactive,7/4/2022,52964.86,Grace.Brown@Example.Com,-1764750110,Good,True
Emp1232,Frank,Brown,32.48454882571075,Finance-California,Pending,6/8/2024,116353.31,Frank.Brown@Example.Com,-1783099973,Poor,True
Emp1233,Grace,Brown,35.0,Sales-Nevada,Pending,11/23/2020,116695.26,Grace.Brown@Example.Com,-1926764920,Good,False
Emp1234,Heidi,Brown,25.0,Admin-Texas,Active,5/13/2024,95161.4,Heidi.Brown@Example.Com,-5182606887,Excellent,False
Emp1235,Alice,Brown,32.48454882571075,Admin-Nevada,Inactive,1/29/2022,76040.94,Alice.Brown@Example.Com,-7189813128,Good,True
Emp1236,Charlie,Miller,32.48454882571075,Hr-Florida,Inactive,8/23/2023,69508.28,Charlie.Miller@Example.Com,-2087510292,Good,False
Emp1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2/24/2023,58243.27,Alice.Miller@Example.Com,-2184011844,Average,False
Emp1238,Heidi,Williams,30.0,Sales-California,Pending,10/2/2022,64012.48,Heidi.Williams@Example.Com,-8260340847,Poor,True
Emp1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,6/28/2020,106735.93,Bob.Garcia@Example.Com,-7297585987,Average,True
Emp1240,Frank,Johnson,35.0,Devops-Texas,Pending,1/15/2023,70325.36,Frank.Johnson@Example.Com,-3103032431,Average,False
Emp1241,Charlie,Davis,30.0,Hr-Illinois,Active,9/5/2020,118959.28,Charlie.Davis@Example.Com,-9839542960,Average,True
Emp1242,David,Brown,40.0,Cloud Tech-California,Pending,3/18/2023,75823.78,David.Brown@Example.Com,-8446267145,Average,False
Emp1243,Charlie,Smith,32.48454882571075,Cloud Tech-Texas,Inactive,3/26/2022,119971.65,Charlie.Smith@Example.Com,-2831435988,Average,False
Emp1244,Grace,Davis,40.0,Sales-Texas,Active,10/11/2021,94963.7,Grace.Davis@Example.Com,-2625660930,Good,False
Emp1245,Frank,Miller,30.0,Sales-Nevada,Pending,1/7/2021,103744.71,Frank.Miller@Example.Com,-4181861514,Average,False
Emp1246,Alice,Smith,25.0,Sales-New York,Inactive,12/3/2020,61337.69,Alice.Smith@Example.Com,-5423401635,Average,True
Emp1247,David,Smith,35.0,Sales-California,Active,5/28/2021,63741.13,David.Smith@Example.Com,-1128497184,Poor,True
Emp1248,Eva,Smith,30.0,Devops-California,Pending,12/28/2022,56539.99,Eva.Smith@Example.Com,-9484910255,Excellent,True
Emp1249,Charlie,Williams,30.0,Devops-Illinois,Pending,5/24/2023,73633.37,Charlie.Williams@Example.Com,-2588967923,Good,True
Emp1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,4/28/2024,90373.99,Alice.Miller@Example.Com,-822269404,Good,False
Emp1251,Grace,Smith,32.48454882571075,Devops-Texas,Inactive,12/25/2024,93901.48,Grace.Smith@Example.Com,-3967275783,Good,False
Emp1252,Eva,Brown,40.0,Admin-Nevada,Inactive,9/1/2021,81748.09,Eva.Brown@Example.Com,-4683414650,Average,True
Emp1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2/21/2021,73813.48,Charlie.Jones@Example.Com,-1131290147,Average,False
Emp1254,Frank,Smith,35.0,Finance-New York,Inactive,11/20/2022,89315.59,Frank.Smith@Example.Com,-7068277880,Average,False
Emp1255,Heidi,Williams,25.0,Hr-Florida,Active,10/15/2020,56776.82,Heidi.Williams@Example.Com,-6093068537,Poor,False
Emp1256,Grace,Davis,32.48454882571075,Finance-New York,Active,7/24/2024,72920.51,Grace.Davis@Example.Com,-9097283214,Excellent,True
Emp1257,Frank,Miller,30.0,Admin-Florida,Pending,8/14/2022,84913.18,Frank.Miller@Example.Com,-2850676250,Average,True
Emp1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,5/8/2021,65060.11,Alice.Garcia@Example.Com,-5381447442,Excellent,True
Emp1259,Alice,Williams,35.0,Finance-Illinois,Pending,10/9/2023,82941.08,Alice.Williams@Example.Com,-963480796,Poor,False
Emp1260,Bob,Smith,40.0,Admin-California,Pending,1/19/2022,103469.97,Bob.Smith@Example.Com,-509754509,Good,True
Emp1261,Grace,Miller,25.0,Sales-Illinois,Active,1/12/2022,88725.6,Grace.Miller@Example.Com,-5265016730,Average,True
Emp1262,Heidi,Jones,32.48454882571075,Hr-Illinois,Pending,6/5/2023,58316.77,Heidi.Jones@Example.Com,-8826170242,Excellent,True
Emp1263,Grace,Smith,35.0,Hr-Illinois,Inactive,3/26/2024,60098.72,Grace.Smith@Example.Com,-7654562840,Excellent,True
Emp1264,Grace,Williams,32.48454882571075,Cloud Tech-Texas,Active,10/7/2020,99951.43,Grace.Williams@Example.Com,-7722560530,Average,True
Emp1265,Heidi,Johnson,30.0,Sales-Illinois,Active,11/2/2021,115195.81,Heidi.Johnson@Example.Com,-3402665022,Good,True
Emp1266,Grace,Brown,32.48454882571075,Devops-California,Pending,11/19/2021,85512.05,Grace.Brown@Example.Com,-7416787255,Good,False
Emp1267,Heidi,Garcia,32.48454882571075,Hr-Florida,Active,1/24/2022,73186.77,Heidi.Garcia@Example.Com,-8621102257,Good,False
Emp1268,Grace,Davis,32.48454882571075,Hr-Nevada,Pending,7/12/2023,51865.3,Grace.Davis@Example.Com,-305690673,Poor,True
Emp1269,David,Williams,25.0,Sales-Florida,Active,12/9/2022,94031.77,David.Williams@Example.Com,-4716392822,Excellent,True
Emp1270,Grace,Miller,30.0,Devops-New York,Active,3/18/2023,116374.36,Grace.Miller@Example.Com,-4143637188,Excellent,False
Emp1271,Alice,Garcia,40.0,Hr-Florida,Active,4/25/2022,98335.02,Alice.Garcia@Example.Com,-2392312603,Excellent,False
Emp1272,Heidi,Garcia,25.0,Devops-New York,Pending,2/28/2021,89262.07,Heidi.Garcia@Example.Com,-3260931065,Poor,True
Emp1273,Heidi,Garcia,32.48454882571075,Finance-California,Active,7/30/2022,113848.69,Heidi.Garcia@Example.Com,-8433567085,Excellent,True
Emp1274,Frank,Smith,35.0,Sales-Florida,Active,5/19/2021,69530.45,Frank.Smith@Example.Com,-414545634,Poor,True
Emp1275,Eva,Brown,35.0,Devops-New York,Pending,12/14/2023,84230.22,Eva.Brown@Example.Com,-200053473,Good,True
Emp1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,1/17/2023,76578.59,Eva.Smith@Example.Com,-9162475540,Average,False
Emp1277,Frank,Miller,30.0,Hr-Texas,Inactive,1/2/2024,55532.06,Frank.Miller@Example.Com,-1082555988,Excellent,True
Emp1278,Eva,Smith,40.0,Admin-New York,Pending,7/9/2021,115311.68,Eva.Smith@Example.Com,-5343961128,Excellent,True
Emp1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,5/5/2021,66972.06,Charlie.Johnson@Example.Com,-1093371188,Good,True
Emp1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,11/7/2021,100215.06,David.Brown@Example.Com,-5473820235,Average,True
Emp1281,Charlie,Brown,25.0,Sales-New York,Inactive,8/30/2023,115452.25,Charlie.Brown@Example.Com,-8485571616,Poor,False
Emp1282,Heidi,Miller,30.0,Hr-California,Inactive,8/15/2023,54141.38,Heidi.Miller@Example.Com,-6880294239,Average,False
Emp1283,David,Davis,32.48454882571075,Devops-Nevada,Active,12/24/2020,79251.95,David.Davis@Example.Com,-9036788126,Good,False
Emp1284,Alice,Johnson,40.0,Finance-New York,Pending,11/21/2024,114822.78,Alice.Johnson@Example.Com,-8686694319,Good,True
Emp1285,Alice,Williams,35.0,Sales-Illinois,Active,11/17/2021,69919.32,Alice.Williams@Example.Com,-2939087883,Average,True
Emp1286,Heidi,Smith,30.0,Sales-Florida,Inactive,1/29/2021,106616.97,Heidi.Smith@Example.Com,-4344812307,Poor,False
Emp1287,Heidi,Jones,35.0,Devops-New York,Active,2/17/2024,73597.85,Heidi.Jones@Example.Com,-3402424032,Poor,True
Emp1288,David,Smith,30.0,Sales-Nevada,Inactive,8/20/2024,79939.23,David.Smith@Example.Com,-8105955183,Excellent,True
Emp1289,Grace,Garcia,25.0,Admin-New York,Inactive,10/24/2021,85155.05639558233,Grace.Garcia@Example.Com,-2694500533,Poor,False
Emp1290,Grace,Smith,30.0,Finance-California,Inactive,9/10/2021,90772.25,Grace.Smith@Example.Com,-2408916497,Average,False
Emp1291,Eva,Williams,35.0,Devops-New York,Active,9/29/2023,58275.74,Eva.Williams@Example.Com,-3735439626,Good,False
Emp1292,Grace,Smith,32.48454882571075,Devops-California,Pending,8/28/2020,94709.79,Grace.Smith@Example.Com,-3652717271,Excellent,False
Emp1293,Frank,Johnson,32.48454882571075,Admin-New York,Active,9/6/2022,60722.99,Frank.Johnson@Example.Com,-2397240421,Excellent,True
Emp1294,Frank,Johnson,40.0,Devops-Illinois,Inactive,3/31/2024,87626.24,Frank.Johnson@Example.Com,-6931216375,Good,True
Emp1295,David,Brown,30.0,Devops-Illinois,Active,12/12/2022,81272.36,David.Brown@Example.Com,-1820916600,Poor,False
Emp1296,Bob,Miller,32.48454882571075,Cloud Tech-Texas,Pending,11/1/2022,64150.97,Bob.Miller@Example.Com,-23142899,Good,True
Emp1297,Charlie,Davis,35.0,Sales-Florida,Active,10/25/2023,64378.1,Charlie.Davis@Example.Com,-1851327971,Poor,False
Emp1298,Bob,Jones,32.48454882571075,Finance-Texas,Inactive,9/27/2020,85927.35,Bob.Jones@Example.Com,-4572308480,Good,False
Emp1299,Alice,Garcia,32.48454882571075,Finance-Nevada,Inactive,1/21/2024,51523.93,Alice.Garcia@Example.Com,-18418619,Average,True
Emp1300,Alice,Smith,30.0,Sales-Texas,Active,5/17/2022,74117.02,Alice.Smith@Example.Com,-3036625435,Poor,False
Emp1301,Alice,Smith,25.0,Finance-Texas,Inactive,4/17/2022,62598.69,Alice.Smith@Example.Com,-1721314518,Average,True
Emp1302,Grace,Williams,35.0,Finance-Florida,Inactive,2/8/2022,55617.5,Grace.Williams@Example.Com,-5151092267,Excellent,True
Emp1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,3/15/2022,87018.98,Charlie.Miller@Example.Com,-5926249450,Good,True
Emp1304,David,Johnson,25.0,Cloud Tech-California,Inactive,10/11/2023,100336.58,David.Johnson@Example.Com,-4754102251,Excellent,True
Emp1305,Grace,Jones,30.0,Admin-Florida,Inactive,11/13/2020,69295.48,Grace.Jones@Example.Com,-6771196420,Excellent,False
Emp1306,Bob,Brown,25.0,Devops-Florida,Pending,4/17/2024,115536.66,Bob.Brown@Example.Com,-5226557675,Excellent,True
Emp1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,3/9/2020,81250.87,David.Johnson@Example.Com,-9523668787,Excellent,False
Emp1308,Alice,Garcia,30.0,Devops-Texas,Inactive,6/17/2022,66403.75,Alice.Garcia@Example.Com,-7883619688,Good,False
Emp1309,Alice,Miller,30.0,Sales-California,Active,7/28/2024,114147.79,Alice.Miller@Example.Com,-3135030586,Excellent,False
Emp1310,Frank,Garcia,30.0,Hr-New York,Pending,12/3/2022,65472.99,Frank.Garcia@Example.Com,-2105524727,Good,False
Emp1311,Alice,Davis,32.48454882571075,Sales-Nevada,Active,7/6/2023,97512.51,Alice.Davis@Example.Com,-6333021259,Good,True
Emp1312,Alice,Brown,35.0,Devops-Nevada,Inactive,5/28/2024,86712.41,Alice.Brown@Example.Com,-6501917919,Average,True
Emp1313,Grace,Davis,30.0,Hr-Florida,Active,3/25/2024,87654.98,Grace.Davis@Example.Com,-2521310961,Poor,False
Emp1314,David,Williams,35.0,Devops-New York,Inactive,4/28/2020,89367.02,David.Williams@Example.Com,-2728476569,Poor,False
Emp1315,Charlie,Garcia,40.0,Admin-California,Active,11/7/2021,95269.41,Charlie.Garcia@Example.Com,-4120092819,Good,True
Emp1316,Frank,Williams,25.0,Sales-Nevada,Active,4/15/2020,68792.31,Frank.Williams@Example.Com,-6678498435,Average,False
Emp1317,Alice,Smith,25.0,Admin-Illinois,Pending,10/7/2023,89119.53,Alice.Smith@Example.Com,-2418623689,Good,True
Emp1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2/27/2024,58212.13,Frank.Davis@Example.Com,-3628917755,Good,False
Emp1319,Heidi,Miller,30.0,Devops-Illinois,Pending,2/22/2021,77764.24,Heidi.Miller@Example.Com,-6205634110,Good,True
Emp1320,Frank,Garcia,35.0,Finance-Florida,Pending,8/21/2023,75148.17,Frank.Garcia@Example.Com,-5950342810,Average,False
Emp1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,4/8/2024,108781.18,Heidi.Jones@Example.Com,-3904383033,Poor,False
Emp1322,Frank,Brown,35.0,Finance-Texas,Pending,11/4/2024,65489.19,Frank.Brown@Example.Com,-1990970050,Average,True
Emp1323,Eva,Johnson,32.48454882571075,Sales-Illinois,Pending,5/5/2022,70663.46,Eva.Johnson@Example.Com,-4054683564,Excellent,False
Emp1324,David,Miller,40.0,Sales-New York,Inactive,2/1/2023,95822.56,David.Miller@Example.Com,-2156818208,Average,False
Emp1325,Eva,Miller,40.0,Devops-Nevada,Pending,10/1/2022,82258.03,Eva.Miller@Example.Com,-6790422710,Average,True
Emp1326,Frank,Williams,30.0,Admin-Nevada,Pending,9/27/2022,62883.34,Frank.Williams@Example.Com,-3322889856,Average,False
Emp1327,Alice,Davis,32.48454882571075,Cloud Tech-Texas,Pending,4/9/2020,103503.72,Alice.Davis@Example.Com,-2545960632,Average,True
Emp1328,David,Garcia,25.0,Devops-New York,Active,3/23/2021,85401.3,David.Garcia@Example.Com,-9912971023,Poor,True
Emp1329,Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,2/3/2023,85155.05639558233,Heidi.Garcia@Example.Com,-8171752420,Excellent,False
Emp1330,Eva,Smith,32.48454882571075,Hr-Texas,Pending,7/23/2024,98850.14,Eva.Smith@Example.Com,-4955112746,Poor,False
Emp1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,5/8/2021,63435.24,Charlie.Smith@Example.Com,-4721970545,Poor,False
Emp1332,Frank,Brown,35.0,Finance-Texas,Inactive,4/11/2022,82129.84,Frank.Brown@Example.Com,-6927589550,Average,False
Emp1333,David,Williams,35.0,Devops-Texas,Pending,10/23/2024,95492.61,David.Williams@Example.Com,-6874090379,Good,False
Emp1334,Grace,Miller,40.0,Finance-Illinois,Inactive,4/24/2020,94572.37,Grace.Miller@Example.Com,-2146296135,Good,False
Emp1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,3/4/2023,118413.05,Bob.Garcia@Example.Com,-7157787111,Poor,False
Emp1336,Alice,Jones,30.0,Admin-Nevada,Pending,8/31/2022,68976.65,Alice.Jones@Example.Com,-1663651558,Poor,True
Emp1337,Eva,Williams,32.48454882571075,Sales-Nevada,Active,1/2/2021,115013.65,Eva.Williams@Example.Com,-7371470826,Average,False
Emp1338,David,Brown,32.48454882571075,Admin-Nevada,Inactive,6/6/2020,70949.38,David.Brown@Example.Com,-2359096055,Poor,True
Emp1339,Grace,Brown,32.48454882571075,Hr-Florida,Pending,10/13/2020,105334.87,Grace.Brown@Example.Com,-7303064420,Average,False
Emp1340,Bob,Williams,32.48454882571075,Devops-California,Active,7/19/2020,80596.18,Bob.Williams@Example.Com,-2146147682,Good,False
Emp1341,Frank,Brown,32.48454882571075,Sales-Illinois,Inactive,5/3/2024,72846.37,Frank.Brown@Example.Com,-4201654234,Good,True
Emp1342,Heidi,Williams,40.0,Admin-California,Pending,2/7/2022,80229.36,Heidi.Williams@Example.Com,-6778265959,Excellent,False
Emp1343,Grace,Johnson,25.0,Sales-California,Active,12/31/2023,55145.47,Grace.Johnson@Example.Com,-8931992549,Good,False
Emp1344,Grace,Williams,30.0,Devops-Florida,Inactive,1/8/2022,85155.05639558233,Grace.Williams@Example.Com,-2727516479,Poor,True
Emp1345,Eva,Davis,40.0,Hr-California,Active,9/28/2020,56110.81,Eva.Davis@Example.Com,-7279103367,Good,False
Emp1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2/9/2023,56514.5,Grace.Williams@Example.Com,-2963533904,Average,False
Emp1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,3/5/2022,104541.84,Frank.Brown@Example.Com,-5044817765,Good,False
Emp1348,David,Garcia,32.48454882571075,Sales-New York,Pending,2/18/2022,61865.12,David.Garcia@Example.Com,-5586851275,Excellent,True
Emp1349,Eva,Davis,40.0,Admin-Texas,Active,6/9/2022,69317.33,Eva.Davis@Example.Com,-5289286645,Good,False
Emp1350,Bob,Brown,35.0,Hr-New York,Pending,7/4/2023,84706.17,Bob.Brown@Example.Com,-4911110960,Average,False
Emp1351,Heidi,Smith,25.0,Admin-California,Active,3/21/2022,73255.21,Heidi.Smith@Example.Com,-7981789045,Average,False
Emp1352,Frank,Smith,40.0,Hr-Florida,Pending,5/2/2023,59528.71,Frank.Smith@Example.Com,-3378613714,Poor,False
Emp1353,David,Garcia,40.0,Hr-New York,Inactive,10/15/2021,70401.37,David.Garcia@Example.Com,-7660538443,Good,True
Emp1354,Heidi,Garcia,32.48454882571075,Admin-California,Inactive,7/28/2021,107154.62,Heidi.Garcia@Example.Com,-4630600024,Average,True
Emp1355,Bob,Davis,32.48454882571075,Admin-Illinois,Pending,1/3/2021,97719.88,Bob.Davis@Example.Com,-8955296385,Excellent,False
Emp1356,Heidi,Johnson,30.0,Finance-California,Pending,5/21/2020,107327.59,Heidi.Johnson@Example.Com,-3960962625,Poor,False
Emp1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,5/10/2021,67687.72,Grace.Garcia@Example.Com,-5826312818,Excellent,True
Emp1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,9/8/2022,90757.08,Grace.Smith@Example.Com,-6482531105,Good,True
Emp1359,Grace,Williams,32.48454882571075,Cloud Tech-California,Pending,7/21/2024,87583.42,Grace.Williams@Example.Com,-920981959,Good,False
Emp1360,Bob,Brown,25.0,Admin-Nevada,Pending,12/28/2021,61643.69,Bob.Brown@Example.Com,-2752334382,Good,True
Emp1361,Grace,Smith,35.0,Finance-Texas,Active,7/20/2020,68111.69,Grace.Smith@Example.Com,-6404120910,Poor,False
Emp1362,David,Smith,40.0,Hr-Florida,Inactive,4/30/2024,97568.88,David.Smith@Example.Com,-7911244210,Average,True
Emp1363,Charlie,Johnson,35.0,Cloud Tech-Florida,Active,8/28/2021,79118.28,Charlie.Johnson@Example.Com,-7536170616,Poor,True
Emp1364,Bob,Davis,30.0,Hr-California,Inactive,7/21/2022,104898.9,Bob.Davis@Example.Com,-1366572239,Excellent,True
Emp1365,Frank,Davis,40.0,Cloud Tech-Florida,Pending,11/27/2023,81671.3,Frank.Davis@Example.Com,-2990155798,Poor,True
Emp1366,Alice,Miller,25.0,Cloud Tech-California,Pending,8/11/2020,97399.75,Alice.Miller@Example.Com,-8028413907,Excellent,False
Emp1367,David,Johnson,32.48454882571075,Admin-Illinois,Active,11/8/2021,89189.43,David.Johnson@Example.Com,-882351304,Poor,True
Emp1368,David,Williams,40.0,Devops-New York,Active,8/4/2023,96011.55,David.Williams@Example.Com,-2312447314,Average,True
Emp1369,David,Davis,40.0,Sales-Florida,Inactive,1/10/2020,99331.49,David.Davis@Example.Com,-8477686341,Excellent,False
Emp1370,Bob,Brown,32.48454882571075,Cloud Tech-Illinois,Active,1/19/2022,72818.94,Bob.Brown@Example.Com,-3461994236,Good,True
Emp1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,5/7/2023,77204.75,Eva.Garcia@Example.Com,-6769459195,Good,True
Emp1372,Bob,Johnson,35.0,Hr-Florida,Pending,12/19/2020,106961.68,Bob.Johnson@Example.Com,-6395517207,Poor,False
Emp1373,Eva,Garcia,32.48454882571075,Sales-Texas,Pending,10/1/2020,71923.0,Eva.Garcia@Example.Com,-4964985600,Good,True
Emp1374,Bob,Smith,30.0,Hr-Nevada,Active,11/12/2022,77192.43,Bob.Smith@Example.Com,-2562531354,Excellent,False
Emp1375,Grace,Brown,40.0,Admin-Florida,Pending,1/5/2023,98540.3,Grace.Brown@Example.Com,-2510505378,Good,False
Emp1376,Charlie,Brown,32.48454882571075,Admin-Florida,Inactive,10/14/2020,63096.9,Charlie.Brown@Example.Com,-5381649382,Average,False
Emp1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,2/3/2021,107065.12,Alice.Smith@Example.Com,-1849196654,Average,False
Emp1378,Heidi,Johnson,40.0,Devops-Florida,Inactive,12/25/2023,108792.43,Heidi.Johnson@Example.Com,-3307704610,Poor,True
Emp1379,Bob,Smith,32.48454882571075,Cloud Tech-New York,Inactive,3/7/2020,69239.7,Bob.Smith@Example.Com,-7295963903,Excellent,False
Emp1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,1/30/2023,85756.42,Charlie.Garcia@Example.Com,-907426087,Average,True
Emp1381,Eva,Miller,32.48454882571075,Hr-Illinois,Active,4/5/2024,100328.62,Eva.Miller@Example.Com,-501716444,Average,True
Emp1382,Grace,Brown,25.0,Devops-Nevada,Active,9/1/2021,111236.69,Grace.Brown@Example.Com,-5618579063,Excellent,True
Emp1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,5/7/2024,106832.22,Eva.Jones@Example.Com,-7715910299,Good,True
Emp1384,Frank,Jones,32.48454882571075,Devops-Florida,Active,6/15/2023,59746.45,Frank.Jones@Example.Com,-2156321357,Good,True
Emp1385,David,Garcia,25.0,Sales-California,Pending,7/29/2021,91780.04,David.Garcia@Example.Com,-40104144,Poor,True
Emp1386,Eva,Williams,35.0,Sales-California,Pending,10/23/2023,107062.66,Eva.Williams@Example.Com,-9642297124,Good,True
Emp1387,Grace,Davis,25.0,Hr-Nevada,Active,12/7/2023,110625.52,Grace.Davis@Example.Com,-2967188396,Excellent,True
Emp1388,Frank,Smith,30.0,Devops-Florida,Inactive,10/18/2020,90419.79,Frank.Smith@Example.Com,-7457314414,Average,True
Emp1389,Grace,Smith,40.0,Finance-Texas,Pending,6/15/2024,111608.76,Grace.Smith@Example.Com,-8331170302,Good,True
Emp1390,Eva,Williams,35.0,Finance-Florida,Inactive,4/6/2023,50173.12,Eva.Williams@Example.Com,-7637153987,Poor,False
Emp1391,Bob,Williams,40.0,Devops-Nevada,Pending,1/3/2022,109507.44,Bob.Williams@Example.Com,-5472812355,Good,False
Emp1392,Grace,Garcia,30.0,Finance-New York,Inactive,7/3/2021,72600.56,Grace.Garcia@Example.Com,-7983631461,Excellent,False
Emp1393,Charlie,Garcia,32.48454882571075,Finance-California,Pending,4/10/2024,53388.65,Charlie.Garcia@Example.Com,-4912711306,Poor,True
Emp1394,Heidi,Williams,25.0,Cloud Tech-New York,Inactive,7/23/2022,50047.32,Heidi.Williams@Example.Com,-2407875417,Good,False
Emp1395,David,Brown,30.0,Devops-California,Active,11/25/2024,115290.79,David.Brown@Example.Com,-1563268684,Poor,False
Emp1396,Frank,Garcia,35.0,Cloud Tech-California,Pending,8/21/2023,61586.76,Frank.Garcia@Example.Com,-745106633,Excellent,False
Emp1397,Eva,Miller,30.0,Finance-Nevada,Active,12/12/2023,56662.86,Eva.Miller@Example.Com,-3629489785,Average,True
Emp1398,Bob,Garcia,30.0,Sales-New York,Pending,10/24/2023,85155.05639558233,Bob.Garcia@Example.Com,-1031310093,Excellent,True
Emp1399,Frank,Smith,25.0,Finance-Nevada,Active,9/5/2022,54957.98,Frank.Smith@Example.Com,-3181439665,Excellent,True
